customer_id,region,plan_type,contract_type,payment_method,tenure_months,monthly_charges_inr,avg_login_days_per_month,support_tickets_last_90_days,payment_delay_days,data_usage_gb,satisfaction_score,last_complaint_days_ago,discount_percent,autopay_enabled,referral_count,churn
CUST0514,Central,Standard,Month-to-month,Debit Card,17,614.83,17,3,11,83.78,5.2,0,5,1,1,0
CUST0515,West,Basic,Two-year,Debit Card,30,361.92,14,2,1,43.06,6.1,114,5,0,2,0
CUST0516,North,Standard,One-year,Wallet,37,708.52,19,2,0,54.0,8.0,21,0,1,3,0
CUST0517,Central,Premium,Month-to-month,Wallet,39,976.47,15,0,1,124.46,5.7,131,5,0,0,0
CUST0518,East,Basic,Two-year,Debit Card,41,405.04,19,2,4,96.84,5.8,3,5,1,2,0
CUST0519,South,Standard,Month-to-month,Wallet,67,802.46,18,1,1,109.9,6.9,9,0,1,1,0
CUST0520,North,Standard,One-year,Credit Card,9,713.91,17,0,1,69.95,9.1,198,20,1,2,0
CUST0521,Central,Premium,Month-to-month,UPI,57,1080.05,20,4,1,199.5,4.7,34,20,1,0,0
CUST0522,West,Standard,One-year,Wallet,19,553.65,28,4,3,34.8,8.1,16,20,0,1,0
CUST0523,South,Basic,One-year,Wallet,20,417.95,16,1,8,40.71,8.6,43,5,0,3,0
CUST0524,East,Basic,One-year,Credit Card,9,374.33,15,2,2,66.06,7.8,28,20,0,0,0
CUST0525,East,Premium,Month-to-month,Debit Card,15,1010.87,18,3,4,120.86,7.1,67,5,1,2,0
CUST0526,Central,Basic,Month-to-month,Wallet,25,401.15,18,1,4,12.89,9.4,160,15,0,0,0
CUST0527,Central,Standard,Two-year,Net Banking,19,718.11,10,1,11,66.24,7.3,63,5,0,0,0
CUST0528,West,Basic,Two-year,Debit Card,17,388.65,10,2,0,29.28,9.2,1,15,1,3,0
CUST0529,North,Basic,Two-year,Credit Card,37,377.95,13,2,8,4.13,5.0,2,10,0,0,0
CUST0530,East,Basic,Month-to-month,Net Banking,10,365.57,16,1,11,82.81,5.3,11,0,1,0,0
CUST0531,South,Premium,Month-to-month,UPI,18,1168.99,17,0,3,133.23,4.4,45,15,1,0,0
CUST0532,North,Standard,Month-to-month,UPI,12,675.15,22,2,3,44.17,7.2,23,15,0,1,0
CUST0533,South,Basic,Month-to-month,Wallet,12,424.83,22,1,4,43.34,7.0,17,0,1,1,0
CUST0534,East,Basic,One-year,Debit Card,25,450.01,14,2,6,14.42,8.6,41,0,0,2,0
CUST0535,East,Basic,Month-to-month,UPI,14,402.27,24,2,1,67.39,4.8,93,5,1,0,0
CUST0536,East,Standard,Month-to-month,Credit Card,23,747.56,21,2,7,62.86,8.0,57,10,0,0,0
CUST0537,North,Enterprise,Two-year,Net Banking,11,1035.48,27,1,3,170.51,6.6,105,0,0,2,0
CUST0538,South,Basic,Month-to-month,Wallet,14,364.76,15,1,9,42.3,8.5,70,0,0,2,0
CUST0539,Central,Basic,Two-year,Debit Card,49,255.87,10,3,2,98.58,5.4,82,15,0,0,0
CUST0540,North,Standard,One-year,UPI,42,602.45,14,1,0,72.8,7.6,9,20,0,0,0
CUST0541,South,Basic,Month-to-month,Credit Card,24,423.76,22,0,0,0.5,6.4,74,20,1,1,0
CUST0542,East,Standard,Month-to-month,Wallet,15,742.76,5,1,7,78.51,4.1,199,15,1,0,0
CUST0543,North,Premium,Month-to-month,Wallet,25,1220.07,24,6,3,74.24,8.0,0,5,0,0,0
CUST0544,Central,Basic,Month-to-month,Debit Card,7,416.5,15,2,0,54.34,8.9,68,0,0,0,0
CUST0545,West,Basic,Month-to-month,Credit Card,29,365.19,14,2,0,28.22,7.0,99,5,0,1,0
CUST0546,West,Basic,Month-to-month,Wallet,22,323.37,13,1,2,58.82,5.8,40,0,1,1,0
CUST0547,South,Basic,One-year,Debit Card,40,372.9,25,1,4,56.66,7.5,17,10,1,2,0
CUST0548,North,Standard,Month-to-month,Credit Card,7,638.61,14,1,8,67.51,7.3,52,5,0,2,0
CUST0549,North,Standard,Month-to-month,UPI,21,777.52,22,0,2,63.68,7.3,91,0,1,0,0
CUST0550,East,Standard,Month-to-month,Wallet,22,594.12,20,1,1,91.83,6.5,0,20,0,2,0
CUST0551,East,Basic,Month-to-month,Net Banking,11,345.47,21,3,7,0.5,4.5,0,10,1,0,0
CUST0552,North,Standard,Two-year,Credit Card,23,756.43,24,2,3,85.25,9.2,11,0,1,0,0
CUST0553,Central,Enterprise,Month-to-month,Net Banking,39,2054.69,26,4,1,189.81,6.1,115,10,1,0,0
CUST0554,Central,Basic,Month-to-month,Debit Card,56,376.5,16,3,9,65.29,6.6,21,0,1,2,0
CUST0555,West,Premium,Two-year,Net Banking,18,899.56,17,2,4,117.82,5.4,0,0,1,0,0
CUST0556,Central,Basic,One-year,UPI,27,306.04,4,5,2,51.0,5.4,18,20,1,1,0
CUST0557,Central,Enterprise,One-year,Debit Card,26,1845.52,24,1,2,182.58,8.8,51,15,1,4,0
CUST0558,East,Standard,One-year,Net Banking,23,571.15,22,3,1,77.79,6.1,3,20,1,2,0
CUST0559,North,Premium,One-year,Wallet,51,882.69,18,1,2,108.4,7.2,64,0,1,0,0
CUST0560,North,Premium,Two-year,Credit Card,9,858.93,26,2,0,125.64,8.8,19,10,0,0,0
CUST0561,West,Basic,Month-to-month,Wallet,21,357.44,18,3,2,23.4,5.9,53,10,1,1,0
CUST0562,West,Standard,One-year,UPI,10,554.59,22,0,1,72.49,6.2,59,10,0,0,0
CUST0563,West,Premium,Month-to-month,Net Banking,19,1111.14,23,4,1,130.8,3.9,54,0,1,1,1
CUST0564,East,Basic,One-year,Wallet,32,359.46,25,5,1,25.38,7.0,2,15,1,2,0
CUST0565,South,Standard,Month-to-month,UPI,10,745.22,15,1,1,78.81,7.6,0,10,0,0,0
CUST0566,West,Standard,One-year,Debit Card,50,645.88,18,2,0,48.89,7.6,5,0,0,0,0
CUST0567,Central,Basic,Month-to-month,Debit Card,10,379.88,15,3,6,35.82,6.6,12,15,0,0,0
CUST0568,North,Premium,Month-to-month,Net Banking,12,1177.14,20,2,5,107.47,6.3,97,5,1,0,0
CUST0569,South,Enterprise,Month-to-month,Net Banking,59,2055.98,21,0,4,220.81,6.9,31,20,0,0,0
CUST0570,North,Basic,One-year,Wallet,10,475.08,15,1,19,66.97,7.2,24,10,1,1,0
CUST0571,Central,Standard,Two-year,UPI,18,663.02,23,3,3,64.04,6.3,256,20,0,0,0
CUST0572,South,Premium,Month-to-month,Wallet,9,905.8,17,2,2,196.67,7.0,129,20,1,0,0
CUST0573,Central,Basic,Month-to-month,Wallet,26,410.02,16,2,10,33.01,6.5,54,5,1,0,0
CUST0574,East,Enterprise,Two-year,Credit Card,18,2088.82,27,4,4,249.01,3.7,37,10,1,0,0
CUST0575,Central,Standard,Month-to-month,Net Banking,14,733.45,12,1,1,94.7,8.5,65,20,1,1,0
CUST0576,Central,Premium,Month-to-month,Debit Card,16,1098.33,22,0,0,149.63,5.6,4,20,0,1,0
CUST0577,South,Premium,One-year,Credit Card,23,1311.05,27,7,0,186.1,1.4,62,15,1,0,0
CUST0578,West,Premium,One-year,Wallet,72,1249.0,22,0,3,101.08,8.4,7,15,1,2,0
CUST0579,East,Standard,One-year,Wallet,12,640.51,20,2,2,105.09,6.6,135,10,1,0,0
CUST0580,South,Basic,Month-to-month,UPI,29,421.06,8,2,3,13.21,4.8,46,5,1,2,0
CUST0581,East,Basic,Month-to-month,UPI,6,400.44,14,4,0,6.17,6.8,0,0,1,0,0
CUST0582,South,Premium,Month-to-month,Wallet,32,918.05,26,3,0,106.65,9.0,142,20,1,2,0
CUST0583,North,Standard,One-year,Debit Card,10,710.58,9,2,10,81.33,7.4,60,10,0,0,0
CUST0584,North,Enterprise,Month-to-month,Wallet,43,1685.73,30,2,0,178.55,8.8,102,0,1,1,0
CUST0585,South,Premium,Two-year,Net Banking,28,852.4,16,3,5,108.99,7.2,0,20,1,0,0
CUST0586,South,Premium,Month-to-month,Wallet,22,1175.5,21,3,1,144.81,6.8,92,20,1,0,0
CUST0587,South,Basic,One-year,Credit Card,15,418.68,18,2,1,32.46,7.0,0,20,1,2,0
CUST0588,South,Standard,One-year,Credit Card,27,756.59,22,1,1,29.13,7.1,72,15,1,0,0
CUST0589,South,Standard,Two-year,UPI,11,744.97,12,1,2,83.1,9.7,108,5,1,1,0
CUST0590,West,Standard,One-year,Debit Card,32,645.45,24,1,1,87.86,7.2,8,15,1,2,0
CUST0591,Central,Premium,Month-to-month,Credit Card,65,1419.0,18,7,13,174.39,2.2,33,0,1,1,0
CUST0592,South,Standard,Month-to-month,Debit Card,53,722.59,26,1,2,45.56,10,7,0,1,3,0
CUST0593,Central,Basic,Two-year,Wallet,6,496.04,26,1,2,43.57,7.7,143,10,1,1,0
CUST0594,West,Enterprise,Month-to-month,Debit Card,20,1570.93,28,4,1,227.21,5.9,0,0,1,0,0
CUST0595,West,Standard,Two-year,Debit Card,15,723.48,25,0,2,56.63,7.9,62,0,0,2,0
CUST0596,Central,Basic,Two-year,Debit Card,28,433.43,25,3,10,45.05,5.4,48,15,1,1,0
CUST0597,North,Premium,Month-to-month,Wallet,15,1156.17,10,3,3,87.06,6.4,111,0,0,1,0
CUST0598,South,Standard,Month-to-month,UPI,36,610.53,18,3,0,79.78,5.2,49,20,1,0,0
CUST0599,Central,Standard,One-year,Credit Card,40,771.43,18,2,1,83.06,6.4,5,20,1,0,0
CUST0600,South,Standard,One-year,UPI,41,740.56,16,0,2,129.48,7.8,55,0,1,1,0
CUST0601,Central,Basic,Month-to-month,Debit Card,12,350.75,10,2,5,13.71,5.0,32,0,1,0,0
CUST0602,West,Basic,Month-to-month,Net Banking,13,377.19,17,4,1,118.58,7.0,22,5,0,2,0
CUST0603,North,Standard,One-year,Wallet,27,676.23,16,3,0,101.29,5.2,0,20,1,0,0
CUST0604,East,Basic,Two-year,UPI,9,440.31,5,0,6,81.25,5.2,71,20,0,0,0
CUST0605,North,Premium,Month-to-month,Net Banking,37,998.81,24,2,5,173.2,6.4,16,10,0,0,0
CUST0606,East,Premium,One-year,Wallet,23,1360.32,18,3,25,144.31,6.1,42,20,0,1,0
CUST0607,North,Premium,One-year,Debit Card,18,1057.31,22,5,1,211.91,6.6,65,15,1,1,0
CUST0608,Central,Basic,One-year,Net Banking,31,438.08,10,2,0,61.79,4.2,15,15,1,1,0
CUST0609,South,Premium,Two-year,Debit Card,28,1182.48,21,3,0,129.5,6.4,21,10,1,0,0
CUST0610,East,Basic,Month-to-month,Wallet,39,357.58,13,1,3,45.99,5.1,4,0,0,2,0
CUST0611,West,Standard,Month-to-month,Wallet,22,715.87,10,3,2,99.41,5.4,16,20,1,2,0
CUST0612,West,Basic,Month-to-month,Wallet,39,449.15,11,1,5,29.58,5.0,30,5,0,0,0
CUST0613,South,Basic,Month-to-month,UPI,10,350.74,17,2,1,54.2,8.1,12,5,1,1,0
CUST0614,Central,Standard,One-year,Credit Card,55,701.23,23,1,4,74.36,8.0,132,15,0,3,0
CUST0615,South,Standard,Month-to-month,Credit Card,7,720.02,23,0,0,73.39,7.1,38,20,1,0,0
CUST0616,West,Premium,Month-to-month,Debit Card,16,1043.41,4,3,5,148.84,5.8,11,10,1,0,0
CUST0617,North,Standard,Month-to-month,Wallet,13,712.41,12,1,4,50.57,7.6,29,5,1,1,0
CUST0618,North,Standard,Month-to-month,UPI,12,713.8,21,0,2,105.4,7.4,29,0,1,0,0
CUST0619,South,Premium,One-year,Wallet,32,934.15,22,1,2,111.6,7.1,3,0,1,0,0
CUST0620,East,Enterprise,Month-to-month,Credit Card,22,1982.46,28,2,4,239.6,7.8,0,10,0,1,0
CUST0621,Central,Premium,Month-to-month,Net Banking,10,1097.72,25,2,0,126.49,6.6,12,15,0,2,0
CUST0622,South,Basic,Month-to-month,Wallet,12,381.84,9,3,5,7.76,5.0,10,15,0,1,0
CUST0623,West,Standard,One-year,Credit Card,8,647.76,21,0,4,96.09,8.7,37,5,0,0,0
CUST0624,North,Basic,Month-to-month,Credit Card,40,417.98,16,1,2,40.64,6.3,69,20,0,0,0
CUST0625,North,Standard,Month-to-month,Net Banking,6,688.19,16,1,0,48.91,8.7,7,0,1,1,0
CUST0626,East,Premium,Month-to-month,Debit Card,22,831.2,21,0,1,157.44,8.9,41,15,1,1,0
CUST0627,Central,Standard,Month-to-month,UPI,16,708.12,11,2,4,86.17,8.3,6,5,0,1,0
CUST0628,West,Standard,Month-to-month,Debit Card,13,758.72,14,3,0,115.89,3.8,147,10,1,0,1
CUST0629,North,Premium,Month-to-month,Credit Card,24,1127.85,27,2,1,78.68,5.8,93,15,1,0,0
CUST0630,South,Basic,Month-to-month,UPI,27,464.7,16,1,5,30.68,8.7,5,10,1,0,0
CUST0631,Central,Standard,Month-to-month,Credit Card,14,727.04,17,1,2,42.5,7.3,12,0,1,0,0
CUST0632,South,Basic,Month-to-month,Wallet,34,446.61,20,0,13,32.5,8.2,11,0,1,0,0
CUST0633,South,Standard,Month-to-month,Debit Card,15,758.05,23,2,1,51.71,8.5,54,15,1,2,0
CUST0634,North,Standard,Month-to-month,Debit Card,31,831.18,18,1,1,98.83,7.6,3,0,1,3,0
CUST0635,Central,Premium,Month-to-month,Net Banking,33,1171.46,17,1,2,125.7,9.3,37,0,1,3,0
CUST0636,South,Basic,One-year,Debit Card,13,472.87,17,0,0,34.9,7.9,16,20,1,1,0
CUST0637,West,Standard,Month-to-month,Net Banking,6,716.62,22,3,0,96.04,9.4,70,0,0,4,0
CUST0638,South,Premium,Month-to-month,Net Banking,33,1106.13,21,3,4,150.14,8.1,0,15,0,2,0
CUST0639,Central,Standard,Month-to-month,Wallet,25,773.77,17,0,21,72.74,7.6,71,0,0,3,0
CUST0640,West,Premium,Month-to-month,UPI,27,1048.08,26,4,3,128.55,8.0,0,15,1,1,0
CUST0641,West,Standard,Month-to-month,Net Banking,20,586.56,17,2,2,59.16,5.9,40,5,1,0,0
CUST0642,West,Premium,One-year,UPI,16,821.59,28,3,4,132.94,7.1,0,0,0,0,0
CUST0643,Central,Premium,Month-to-month,Wallet,26,1227.76,25,1,4,128.53,7.3,3,10,0,2,1
CUST0644,North,Premium,Month-to-month,Wallet,19,967.13,30,1,0,128.43,7.4,12,15,0,2,0
CUST0645,North,Standard,Month-to-month,Debit Card,23,680.57,17,0,1,78.29,6.4,62,0,1,3,0
CUST0646,East,Basic,Month-to-month,Wallet,13,403.18,7,3,1,33.53,4.5,59,15,0,2,0
CUST0647,West,Premium,Month-to-month,Wallet,59,1034.31,30,2,5,127.78,6.4,1,0,0,0,0
CUST0648,West,Basic,Month-to-month,Debit Card,45,426.99,14,2,1,0.5,6.0,25,20,0,1,0
CUST0649,North,Basic,Month-to-month,Credit Card,31,327.76,10,0,3,72.82,7.3,1,0,1,1,0
CUST0650,South,Premium,One-year,UPI,27,1071.03,23,1,0,120.77,7.4,11,10,1,0,0
CUST0651,West,Basic,Month-to-month,Wallet,34,338.84,22,2,0,52.84,5.1,69,0,0,1,0
CUST0652,West,Basic,Month-to-month,Net Banking,21,292.77,28,3,1,47.22,6.3,0,15,1,0,0
CUST0653,West,Enterprise,Month-to-month,Credit Card,41,1897.95,22,5,0,193.39,5.7,186,10,0,1,0
CUST0654,North,Enterprise,Month-to-month,Credit Card,66,2005.83,25,2,1,199.95,5.8,93,15,1,1,0
CUST0655,South,Standard,One-year,Debit Card,32,714.39,19,2,1,29.68,7.2,0,20,0,0,0
CUST0656,West,Enterprise,One-year,Debit Card,22,1747.56,17,1,0,221.48,7.0,64,10,1,0,0
CUST0657,Central,Premium,Month-to-month,UPI,46,1315.15,25,3,0,151.71,9.6,29,5,1,0,0
CUST0658,South,Standard,Month-to-month,Debit Card,22,806.19,21,3,8,59.97,5.1,0,15,1,1,0
CUST0659,West,Standard,Month-to-month,Credit Card,14,715.61,25,2,9,74.51,5.6,13,15,0,1,0
CUST0660,East,Basic,Two-year,Wallet,23,365.43,13,0,5,93.14,5.9,71,15,1,1,0
CUST0661,West,Standard,Two-year,Wallet,8,799.51,18,2,3,73.49,7.4,135,0,1,2,0
CUST0662,North,Standard,Month-to-month,Wallet,7,608.38,13,1,6,85.63,7.0,17,10,0,0,1
CUST0663,East,Standard,Two-year,Credit Card,25,572.92,23,1,4,125.26,8.1,80,10,1,0,0
CUST0664,East,Basic,One-year,Credit Card,6,395.04,21,3,7,53.83,4.0,0,0,0,0,0
CUST0665,West,Standard,One-year,Credit Card,12,735.94,16,1,4,96.51,7.0,0,5,0,1,0
CUST0666,West,Basic,Two-year,Credit Card,42,397.23,13,1,2,16.06,4.3,208,20,0,0,0
CUST0667,South,Premium,Month-to-month,Credit Card,35,1039.77,26,2,10,125.69,5.7,0,15,0,1,0
CUST0668,Central,Basic,Month-to-month,Net Banking,23,390.27,26,3,7,66.98,5.3,116,0,1,0,0
CUST0669,East,Basic,Month-to-month,Wallet,31,403.8,14,2,4,50.75,4.8,6,10,1,1,0
CUST0670,Central,Standard,Month-to-month,Credit Card,14,694.71,11,3,4,91.68,5.3,0,5,0,0,0
CUST0671,West,Basic,Month-to-month,Net Banking,18,345.91,17,3,10,0.8,10,32,15,0,1,0
CUST0672,North,Premium,One-year,Net Banking,44,1027.33,27,0,4,118.23,9.8,50,20,1,1,0
CUST0673,Central,Basic,One-year,Net Banking,37,398.91,16,0,2,58.94,8.6,85,0,0,1,0
CUST0674,East,Basic,Month-to-month,Credit Card,19,404.16,20,2,5,100.16,7.0,28,10,1,0,0
CUST0675,East,Basic,Month-to-month,Net Banking,13,376.35,12,2,6,27.92,7.5,8,5,1,3,0
CUST0676,South,Basic,Month-to-month,Wallet,4,502.77,10,3,7,34.18,8.9,116,0,1,1,0
CUST0677,South,Standard,Two-year,Credit Card,23,787.59,22,3,2,73.18,9.5,264,20,0,5,0
CUST0678,Central,Basic,Month-to-month,Wallet,9,433.3,30,3,1,0.5,5.7,73,20,0,1,0
CUST0679,West,Basic,Two-year,UPI,28,374.17,24,1,2,12.85,6.6,60,0,1,1,0
CUST0680,West,Premium,Month-to-month,UPI,40,1140.02,15,1,3,108.39,8.8,82,20,0,1,0
CUST0681,East,Standard,Two-year,Debit Card,24,711.72,13,1,4,139.59,6.9,38,0,0,2,0
CUST0682,Central,Standard,One-year,Wallet,28,820.95,16,1,8,83.21,6.2,25,20,1,0,0
CUST0683,West,Premium,Month-to-month,Wallet,13,1130.92,16,6,0,79.74,3.2,17,20,1,1,0
CUST0684,South,Standard,Month-to-month,Credit Card,23,685.57,17,0,4,74.62,9.3,145,20,1,3,0
CUST0685,North,Standard,One-year,UPI,19,711.48,18,3,3,66.83,6.1,109,0,0,1,0
CUST0686,West,Standard,One-year,Wallet,45,750.34,16,2,0,45.25,6.7,2,5,1,2,0
CUST0687,West,Enterprise,One-year,Wallet,10,1814.94,23,2,1,216.24,3.8,135,10,0,1,0
CUST0688,North,Basic,Month-to-month,Debit Card,11,437.77,17,4,2,85.75,6.5,0,0,0,0,0
CUST0689,North,Basic,Two-year,Wallet,21,437.85,20,1,8,61.91,7.2,8,0,1,0,0
CUST0690,South,Enterprise,Month-to-month,Wallet,42,1676.46,25,3,0,206.34,8.3,33,0,1,0,0
CUST0691,West,Basic,Month-to-month,Debit Card,27,368.39,12,1,5,52.18,8.3,6,20,0,1,0
CUST0692,East,Basic,Month-to-month,Debit Card,53,362.31,15,1,5,50.36,6.9,86,10,1,1,0
CUST0693,Central,Enterprise,Month-to-month,Credit Card,47,1448.48,20,1,3,226.63,10,54,0,1,0,0
CUST0694,Central,Premium,Two-year,Net Banking,29,1201.69,15,3,2,111.24,3.3,0,20,1,1,0
CUST0695,West,Standard,Month-to-month,UPI,32,597.6,16,2,0,91.95,6.1,4,5,0,1,0
CUST0696,East,Basic,Month-to-month,Credit Card,25,383.59,15,2,4,55.43,5.3,1,5,1,1,0
CUST0697,East,Enterprise,Two-year,Net Banking,23,1497.66,25,4,3,257.38,6.0,11,0,1,0,0
CUST0698,East,Standard,One-year,Wallet,13,770.48,19,2,0,108.73,6.2,12,0,0,1,0
CUST0699,West,Standard,Month-to-month,Net Banking,11,801.65,15,0,1,73.58,7.0,25,0,0,1,0
CUST0700,East,Basic,One-year,Wallet,33,423.87,20,3,2,27.9,6.6,155,5,1,0,0
CUST0701,South,Basic,Month-to-month,UPI,60,324.61,16,0,1,46.16,5.4,186,0,0,2,0
CUST0702,West,Standard,Month-to-month,Wallet,21,665.35,22,0,7,103.2,8.1,152,0,0,0,0
CUST0703,East,Enterprise,Month-to-month,UPI,23,1562.97,26,2,6,223.7,7.3,12,5,0,0,0
CUST0704,West,Basic,Month-to-month,UPI,23,290.99,18,0,3,4.52,8.7,132,0,0,1,0
CUST0705,North,Premium,Two-year,Net Banking,24,1006.74,19,4,1,119.09,7.6,32,5,0,0,0
CUST0706,North,Basic,Month-to-month,Net Banking,14,463.77,18,3,2,33.52,7.3,0,15,1,1,0
CUST0707,North,Premium,One-year,UPI,21,1190.49,28,1,5,143.65,7.1,24,20,0,2,0
CUST0708,South,Standard,One-year,UPI,16,587.62,17,2,0,117.89,8.6,10,10,1,1,0
CUST0709,East,Standard,Month-to-month,Net Banking,25,741.72,15,1,8,72.93,8.5,61,5,0,2,0
CUST0710,East,Premium,Month-to-month,UPI,72,1131.56,15,1,1,159.9,8.4,27,10,1,3,0
CUST0711,North,Premium,Two-year,Credit Card,53,918.33,16,0,0,158.65,9.6,52,0,1,3,0
CUST0712,West,Basic,Month-to-month,UPI,29,460.05,28,0,3,36.79,8.1,163,0,0,3,0
CUST0713,South,Premium,Month-to-month,Wallet,24,1171.57,19,6,9,56.93,3.3,15,5,1,0,0
CUST0714,North,Standard,One-year,Debit Card,21,832.54,16,3,10,89.78,8.1,50,0,0,3,0
CUST0715,South,Standard,Month-to-month,Net Banking,17,730.16,14,5,5,72.26,5.5,83,5,1,1,0
CUST0716,South,Premium,One-year,Net Banking,4,1153.49,19,1,1,69.34,8.6,12,0,1,0,0
CUST0717,West,Basic,Two-year,Net Banking,7,363.03,23,5,0,36.02,3.0,0,15,0,2,0
CUST0718,East,Basic,Month-to-month,Debit Card,29,375.19,17,2,4,15.31,7.6,0,20,1,0,0
CUST0719,North,Standard,Two-year,Credit Card,25,835.61,19,2,1,99.4,7.7,18,15,0,0,0
CUST0720,Central,Basic,Month-to-month,UPI,30,455.67,10,1,1,52.47,7.9,229,10,1,2,0
CUST0721,South,Standard,Month-to-month,Wallet,62,704.3,17,1,7,88.76,6.9,5,5,1,1,0
CUST0722,West,Standard,Month-to-month,Wallet,10,636.16,24,1,0,58.33,7.7,96,15,0,2,0
CUST0723,Central,Standard,Month-to-month,UPI,33,702.26,19,0,5,124.09,9.0,254,20,0,0,0
CUST0724,North,Basic,Two-year,Credit Card,38,347.22,17,0,3,35.43,6.9,99,10,0,0,0
CUST0725,Central,Standard,Month-to-month,Net Banking,22,825.61,11,4,0,54.71,5.3,48,15,1,1,0
CUST0726,North,Standard,One-year,UPI,33,633.68,28,1,2,85.2,8.1,24,0,1,3,0
CUST0727,East,Premium,Month-to-month,UPI,19,1135.66,16,2,8,85.8,6.2,4,15,1,1,0
CUST0728,Central,Premium,One-year,UPI,19,814.61,19,3,9,122.78,7.2,152,5,1,0,0
CUST0729,Central,Premium,Month-to-month,Credit Card,19,975.58,15,4,0,127.09,6.2,0,0,0,0,0
CUST0730,Central,Standard,Month-to-month,Credit Card,25,609.45,14,3,1,74.42,6.7,146,20,1,0,0
CUST0731,East,Standard,One-year,Wallet,16,745.81,9,1,0,52.81,6.8,55,20,1,0,0
CUST0732,Central,Premium,Month-to-month,Credit Card,19,1156.69,17,0,0,51.46,9.0,166,10,1,3,0
CUST0733,East,Standard,One-year,Debit Card,20,576.29,21,0,11,65.71,5.0,6,15,1,1,0
CUST0734,East,Standard,One-year,Net Banking,25,636.03,21,2,7,39.12,4.7,0,15,0,0,0
CUST0735,East,Standard,One-year,Debit Card,37,720.54,17,1,1,112.33,8.0,2,10,1,0,0
CUST0736,North,Premium,Two-year,Wallet,26,1047.43,28,2,5,137.68,7.2,13,15,0,2,0
CUST0737,East,Basic,Two-year,Credit Card,46,477.26,14,1,0,83.11,6.6,46,0,1,1,0
CUST0738,Central,Premium,Two-year,Wallet,22,1096.45,21,0,0,159.18,10,85,15,1,1,0
CUST0739,East,Basic,Month-to-month,Credit Card,42,391.56,10,3,0,49.96,9.9,12,5,1,0,0
CUST0740,West,Basic,Month-to-month,Wallet,21,317.57,12,3,4,76.78,6.3,9,15,1,0,0
CUST0741,West,Premium,One-year,Credit Card,21,1095.13,22,6,3,122.46,3.2,6,20,1,2,0
CUST0742,Central,Basic,One-year,UPI,10,407.14,15,0,2,59.86,7.3,111,10,0,0,0
CUST0743,West,Premium,Month-to-month,Net Banking,14,1085.53,21,2,7,107.59,7.7,41,0,1,1,0
CUST0744,West,Standard,One-year,UPI,42,871.33,26,0,2,53.36,5.9,78,0,0,0,0
CUST0745,South,Standard,Month-to-month,Wallet,27,718.57,26,1,2,97.43,7.3,57,0,0,0,0
CUST0746,Central,Standard,Month-to-month,Wallet,25,660.67,14,1,3,71.47,8.6,69,15,0,2,0
CUST0747,North,Premium,Month-to-month,Debit Card,29,1114.72,17,2,3,123.1,5.5,94,10,1,1,0
CUST0748,West,Standard,Month-to-month,Wallet,34,714.65,17,2,2,81.79,7.8,158,20,0,0,0
CUST0749,South,Standard,Month-to-month,Wallet,32,801.38,29,2,7,41.92,6.5,102,15,1,0,0
CUST0750,East,Basic,Month-to-month,Net Banking,35,353.72,15,2,0,68.49,5.9,0,20,1,2,0
CUST0751,South,Standard,Month-to-month,Debit Card,23,725.24,21,3,6,72.41,9.3,111,5,0,1,0
CUST0752,Central,Premium,Month-to-month,Debit Card,27,1056.51,18,5,6,104.33,4.8,0,10,1,0,0
CUST0753,South,Enterprise,Month-to-month,Debit Card,27,1563.26,27,0,9,214.01,6.4,17,20,1,0,0
CUST0754,East,Basic,Two-year,Credit Card,20,428.59,17,1,3,36.38,10,23,0,0,4,0
CUST0755,South,Basic,Month-to-month,Debit Card,14,449.4,6,0,0,51.18,8.5,165,20,1,2,0
CUST0756,Central,Standard,Month-to-month,Net Banking,30,780.21,9,2,1,69.71,5.7,119,20,1,0,0
CUST0757,North,Standard,Month-to-month,Wallet,11,573.66,19,1,2,62.61,7.3,66,5,0,0,0
CUST0758,West,Premium,One-year,UPI,37,988.44,14,3,0,105.52,6.3,8,20,1,0,0
CUST0759,North,Standard,One-year,Debit Card,24,810.54,10,1,4,46.72,6.3,23,0,0,0,0
CUST0760,North,Standard,Two-year,Wallet,36,931.21,17,2,5,56.67,7.7,10,5,1,0,0
CUST0761,Central,Basic,Month-to-month,Net Banking,17,463.54,20,1,2,34.39,8.0,0,20,0,0,0
CUST0762,South,Standard,Month-to-month,Net Banking,19,735.16,22,1,2,90.71,8.1,127,0,0,2,0
CUST0763,East,Standard,Month-to-month,Wallet,28,586.3,22,0,0,72.94,7.5,13,0,1,1,0
CUST0764,Central,Premium,One-year,UPI,11,943.38,26,6,2,157.47,6.2,0,5,0,1,0
CUST0765,Central,Standard,Month-to-month,Net Banking,21,606.37,18,1,1,68.78,6.8,10,20,1,1,0
CUST0766,West,Basic,Month-to-month,Credit Card,13,409.79,19,3,1,43.56,5.8,73,5,1,2,0
CUST0767,Central,Standard,Month-to-month,Credit Card,13,701.61,18,3,9,65.71,7.5,184,15,1,0,0
CUST0768,South,Basic,One-year,Wallet,50,295.52,18,3,6,46.14,6.1,39,10,1,1,0
CUST0769,East,Basic,Two-year,Credit Card,8,490.42,10,2,0,37.67,6.0,9,0,1,1,0
CUST0770,North,Basic,Month-to-month,Credit Card,25,297.63,15,1,9,26.92,7.5,0,5,1,2,0
